Date,Region,Province,PrizeName,WinningNumbers
06-12-2023,Miền Bắc,XSMB,Đặc biệt,93178
06-12-2023,Miền Bắc,XSMB,Giải nhất,49592
06-12-2023,Miền Bắc,XSMB,Giải nhì,64119
06-12-2023,Miền Bắc,XSMB,Giải nhì,45960
06-12-2023,Miền Bắc,XSMB,Giải ba,32137
06-12-2023,Miền Bắc,XSMB,Giải ba,68827
06-12-2023,Miền Bắc,XSMB,Giải ba,28080
06-12-2023,Miền Bắc,XSMB,Giải ba,32189
06-12-2023,Miền Bắc,XSMB,Giải ba,58244
06-12-2023,Miền Bắc,XSMB,Giải ba,14627
06-12-2023,Miền Bắc,XSMB,Giải tư,7688
06-12-2023,Miền Bắc,XSMB,Giải tư,4100
06-12-2023,Miền Bắc,XSMB,Giải tư,2489
06-12-2023,Miền Bắc,XSMB,Giải tư,4062
06-12-2023,Miền Bắc,XSMB,Giải năm,0011
06-12-2023,Miền Bắc,XSMB,Giải năm,2061
06-12-2023,Miền Bắc,XSMB,Giải năm,5417
06-12-2023,Miền Bắc,XSMB,Giải năm,1645
06-12-2023,Miền Bắc,XSMB,Giải năm,3408
06-12-2023,Miền Bắc,XSMB,Giải năm,5727
06-12-2023,Miền Bắc,XSMB,Giải sáu,258
06-12-2023,Miền Bắc,XSMB,Giải sáu,412
06-12-2023,Miền Bắc,XSMB,Giải sáu,013
06-12-2023,Miền Bắc,XSMB,Giải bảy,08
06-12-2023,Miền Bắc,XSMB,Giải bảy,11
06-12-2023,Miền Bắc,XSMB,Giải bảy,61
06-12-2023,Miền Bắc,XSMB,Giải bảy,34
06-12-2023,Miền Nam,Đồng Nai,Giải tám,02
06-12-2023,Miền Nam,Đồng Nai,Giải bảy,694
06-12-2023,Miền Nam,Đồng Nai,Giải sáu,4071
06-12-2023,Miền Nam,Đồng Nai,Giải sáu,8521
06-12-2023,Miền Nam,Đồng Nai,Giải sáu,6911
06-12-2023,Miền Nam,Đồng Nai,Giải năm,4316
06-12-2023,Miền Nam,Đồng Nai,Giải tư,10885
06-12-2023,Miền Nam,Đồng Nai,Giải tư,02508
06-12-2023,Miền Nam,Đồng Nai,Giải tư,33181
06-12-2023,Miền Nam,Đồng Nai,Giải tư,31368
06-12-2023,Miền Nam,Đồng Nai,Giải tư,29853
06-12-2023,Miền Nam,Đồng Nai,Giải tư,82467
06-12-2023,Miền Nam,Đồng Nai,Giải tư,64296
06-12-2023,Miền Nam,Đồng Nai,Giải ba,10520
