Date,Region,Province,PrizeName,WinningNumbers
06-12-2023,Miền Nam,Đồng Nai,Giải ba,34889
06-12-2023,Miền Nam,Đồng Nai,Giải nhì,34263
06-12-2023,Miền Nam,Đồng Nai,Giải nhất,09223
06-12-2023,Miền Nam,Đồng Nai,Đặc biệt,291649
06-12-2023,Miền Nam,Cần Thơ,Giải tám,70
06-12-2023,Miền Nam,Cần Thơ,Giải bảy,212
06-12-2023,Miền Nam,Cần Thơ,Giải sáu,0405
06-12-2023,Miền Nam,Cần Thơ,Giải sáu,5711
06-12-2023,Miền Nam,Cần Thơ,Giải sáu,9417
06-12-2023,Miền Nam,Cần Thơ,Giải năm,0915
06-12-2023,Miền Nam,Cần Thơ,Giải tư,70166
06-12-2023,Miền Nam,Cần Thơ,Giải tư,79065
06-12-2023,Miền Nam,Cần Thơ,Giải tư,64091
06-12-2023,Miền Nam,Cần Thơ,Giải tư,93356
06-12-2023,Miền Nam,Cần Thơ,Giải tư,02759
06-12-2023,Miền Nam,Cần Thơ,Giải tư,81463
06-12-2023,Miền Nam,Cần Thơ,Giải tư,33677
06-12-2023,Miền Nam,Cần Thơ,Giải ba,27905
06-12-2023,Miền Nam,Cần Thơ,Giải ba,66696
06-12-2023,Miền Nam,Cần Thơ,Giải nhì,42591
06-12-2023,Miền Nam,Cần Thơ,Giải nhất,39360
06-12-2023,Miền Nam,Cần Thơ,Đặc biệt,488382
06-12-2023,Miền Nam,Sóc Trăng,Giải tám,84
06-12-2023,Miền Nam,Sóc Trăng,Giải bảy,842
06-12-2023,Miền Nam,Sóc Trăng,Giải sáu,8601
06-12-2023,Miền Nam,Sóc Trăng,Giải sáu,9059
06-12-2023,Miền Nam,Sóc Trăng,Giải sáu,5825
06-12-2023,Miền Nam,Sóc Trăng,Giải năm,5368
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,90458
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,79672
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,14247
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,81905
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,75957
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,72671
06-12-2023,Miền Nam,Sóc Trăng,Giải tư,64353
06-12-2023,Miền Nam,Sóc Trăng,Giải ba,48069
06-12-2023,Miền Nam,Sóc Trăng,Giải ba,39678
06-12-2023,Miền Nam,Sóc Trăng,Giải nhì,50876
06-12-2023,Miền Nam,Sóc Trăng,Giải nhất,58135
06-12-2023,Miền Nam,Sóc Trăng,Đặc biệt,084716
06-12-2023,Miền Trung,Đà Nẵng,Giải tám,72
06-12-2023,Miền Trung,Đà Nẵng,Giải bảy,400
06-12-2023,Miền Trung,Đà Nẵng,Giải sáu,9125
06-12-2023,Miền Trung,Đà Nẵng,Giải sáu,9957
06-12-2023,Miền Trung,Đà Nẵng,Giải sáu,9602
06-12-2023,Miền Trung,Đà Nẵng,Giải năm,5924
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,58356
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,99565
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,24195
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,20852
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,61648
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,53259
06-12-2023,Miền Trung,Đà Nẵng,Giải tư,09097
06-12-2023,Miền Trung,Đà Nẵng,Giải ba,64444
06-12-2023,Miền Trung,Đà Nẵng,Giải ba,42077
06-12-2023,Miền Trung,Đà Nẵng,Giải nhì,32854
06-12-2023,Miền Trung,Đà Nẵng,Giải nhất,19976
06-12-2023,Miền Trung,Đà Nẵng,Đặc biệt,722917
06-12-2023,Miền Trung,Khánh Hòa,Giải tám,28
06-12-2023,Miền Trung,Khánh Hòa,Giải bảy,503
06-12-2023,Miền Trung,Khánh Hòa,Giải sáu,9585
06-12-2023,Miền Trung,Khánh Hòa,Giải sáu,5537
06-12-2023,Miền Trung,Khánh Hòa,Giải sáu,4504
06-12-2023,Miền Trung,Khánh Hòa,Giải năm,9157
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,71992
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,04599
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,57058
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,50132
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,91134
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,47558
06-12-2023,Miền Trung,Khánh Hòa,Giải tư,66616
06-12-2023,Miền Trung,Khánh Hòa,Giải ba,84942
06-12-2023,Miền Trung,Khánh Hòa,Giải ba,59226
06-12-2023,Miền Trung,Khánh Hòa,Giải nhì,31626
06-12-2023,Miền Trung,Khánh Hòa,Giải nhất,93134
06-12-2023,Miền Trung,Khánh Hòa,Đặc biệt,443916
